name,country,company_type,ownership,website,description,search_keyword,relevant,relevance_score
United Therapeutics Corporation,,Investor,Public,http://www.unither.com/index.html,"United Therapeutics Corporation is a biotechnology company focused on the development and commercialization of unique products to address the unmet medical needs of patients with chronic and life-threatening conditions."" [e63]",translational,False,0
UVA Foundation,,,,https://www.uvafoundation.com/,"The University of Virginia Foundation supports the University of Virginia in its efforts to maintain the distinction of being one of the top public universities in the nation by providing innovative, yet prudent management of financial and real estate assets on behalf of the University. Specifically, the Foundation uses and administers gifts, grants, and bequests for the benefit of the University;",translational,False,0
UVM Innovations,,,Private,https://www.uvm.edu/uvminnovations,"UVM Innovations enables new and existing companies to commercialize technologies that benefit society."" [e100]:",translational,False,0
i-RNA Corporation,,,Private,https://www.i-rna.ca/,"i-RNA is developing revolutionary therapeutics for diabetic retinopathy (DR), a complication causing vision loss among > 60% of diabetes patients. With a novel lncRNA target and an eyedrop delivery strategy, our first-in- class siRNA products address the major limitations facing current stand of care. We believe we are offering biopharma industry a disease-modifying solution in an underserved mark",translational,False,0
Japan External Trade Organization (JETRO),,,Public,http://www.jetro.go.jp/en/,"Japan External Trade Organization(JETRO), is a government-related organization which works to promote mutual trade and investment between Japan and the rest of the world. JETRO is organized and managed by the Ministry of Economy, Trade and Industry (METI), a ministry of the Japanese government that focuses on economic and industrial development through innovation, technology, and foreign investmen",translational,False,0
Taiwan Bio Industry Organization,,,,http://www.taiwanbio.org.tw,"Taiwan BIO with 300+ members in pharmaceutical, diagnostics, device, services, Ag-biotech and is seeking global partners for its members. Taiwan BIO is co-hosting with BIO for Bio Asia - Taiwan since 2019. bioasiataiwan.com"" [e168]",translational,False,0
Abundance Biopharma Corporation,,,Private,https://www.aurora-sterilisation.com/en/,,translational,False,0
New Jersey Health Foundation,,,,http://www.njhealthfoundation.org/,"As a 501(c)(3) not-for-profit organization, New Jersey Health Foundation is making a difference by supporting biomedical research, education and health and human services programs in New Jersey through these thriving programs:"" [e195]",translational,False,0
Yokogawa Electric Corporation,,.,Public,https://www.yokogawa.com,"Yokogawa is a company specializing in process automation. We look forward to the opportunity to hear your challenges and path forward to automation of bioprocess.in both process development and biomanufacturing."" [e209]:",translational,False,0
Global Health Investment Corporation,,Investor,Public,https://ghicfunds.org/,"GHIC is an impact investment firm that has been a pioneer in structuring, managing and investing in transformative funds to improve global health."" [e34]",translational,False,0
Taiwan Bio-Manufacturing Corporation (TBMC),,,Private,https://tbmcbio.com/,"TBMC is a Taiwan-based, pure-play CRDMO supporting global biotech and pharma partners with integrated development and GMP manufacturing solutions across mRNA, cell therapy, viral vectors, and complex biologics, including ADCs and bispecific antibodies. With flexible, modular, and digitally enabled GMP facilities, TBMC offers agile and scalable support from early development through commercial manu",translational,False,0
VST Bio Corporation,,,Private,https://www.vst-bio.com,"VST BIO is a clinical stage biotechnology company that develops antibodies for the treatment of cardiovascular and neurological diseases including stroke, myocardial infarction, and progression to heart failure"" [e94]:",translational,False,0
Hynts Tech Corporation,,,Private,https://hyntstech.com,"We have unique device called cell stamping processor to introduce biological high molecules like proteins, mitochondria and exosome as well as genes into cells by nano-needle injection. This sophisticated nano needle membran technology allow to introduce molecules to the cells which are difficult to do so.We develop the automatic system for that and also provide custom service to make your aimed c",translational,False,0
Juzen Chemical Corporation,,,Private,https://www.juzen-chem.co.jp/en,,translational,False,0
"Ferrer Internacional, S.A.",,,Private,https://www.ferrer.com/en,"Privately-held multinational specialty bio-pharma efficiently managing a comprehensive, end-to-end value chain consisting of in-house capabilities Ferrer is proud to be B-Corp certified in response to its social and environmental clear commitment"" [e137]",translational,False,0
S-Quatre Corporation,,,Private,https://www.kidswellbio.com/en/s-quatre/,"S-Quatre is a clinical stage biotech company developing SQ-SHED (Stem cells from Human Exfoliated Deciduous teeth), allogeneic stem cells derived from the dental pulp of baby teeth to treat cerebral palsy, osteonecrosis of the femoral head, spinal cord injury, brain cancer, and other intractable conditions. S-Quatre has a proprietary large-scale manufacturing platform for SQ-SHED, while also advan",translational,False,0
Douglas County Economic Development Corporation,,,,https://douglascountyedc.com/,,translational,False,0
3i Corporation,,Investor,,https://www.3i.com,"3i is a global investment firm headquartered in London managing approximately $40bn in assets, with offices across Europe and North America, including New York. We invest in mid-market businesses across the UK, Continental Europe, and the United States, partnering with founders and management teams to support long-term growth. See More"" [e42]:",translational,False,0
Redwood Innovation Advisors,,,Private,http://seohaeholdings.com/,"Redwood Innovation Advisors is a principal-led advisory practice focused on innovation, ventures, and entrepreneurial ecosystems. Its founder, Stephanie Marrus, was long term Managing Director of UCSF Entrepreneurship, where she facilitated the start of life science/biotech companies by scientists and clinicians, PhDs, post docs and faculty. Her Global Entrepreneurship class reached 42 countries i",translational,False,0
"Taiho Innovations, LLC",,Investor,Private,http://www.otagoinnovation.com,"Taiho Innovations is a strategic corporate venture capital arm of Taiho Pharmaceutical Co., Ltd., based in Tokyo, Japan focusing on seed to early stage private biotech companies in Japan."" [e84]:",translational,False,0
Transcera,,,Private,https://www.fujifilmpharma.com/pipeline/,"Transcera is pioneering targeted extracellular protein degradation using novel sphingolipid biology discovered at Harvard. Unlike receptor-mediated protein degraders, Transcera’s degraders work across diverse tissues, have extended half-life for durable target depletion, and are simple to manufacture. With a rapidly advancing pipeline of degraders for immune disorders, Transcera aims to transform ",translational,False,0
BIKEN Foundation,,,Private,https://www.biken.or.jp/en/about/foundation/,"BIKEN Foundation has been engaged in applied research, manufacturing vaccines and providing laboratory services. This pioneering venture business model has led to developing and supplying a number of first vaccines in Japan.Using its proprietary biotechnologies, the BIKEN Foundation not only conducts research and development and manufacture and supply of vaccines and other biological products, but",translational,False,0
Yamasa Corporation,,,,https://www.ibio.org,,translational,False,0
Cytion,,,Private,https://cytion.com/us,"As a leading cell bank, Cytion specializes in providing high-quality, contamination-free cells from both human and animal origins. Our rigorous quality control and authentication processes ensure that researchers and scientists can rely on our cell lines for their genetic authenticity and reliability."" [e182]:",translational,False,0
3D Communications,,,Private,https://www.venturevaluation.com,,translational,False,0
Venture Valuation,,,Private,https://www.venturevaluation.com,"Venture Valuation Inc. is a global leader in asset and company valuations of biotech, life sciences and medtech companies. With over 26 years and 1000 valuation experience, we provide valuations for fundraising, investment decision, portfolio valuations, expert/fairness opinions, in- and out-licensing and M&A."" [e195]:",translational,False,0
QurAlis Corporation,,"platform to develop splice-switching antisense oligonucleotides, with the goal of delivering first- and best-in-class disease-modifying therapies. Its growing pipeline includes additional programs in progressive supranuclear palsy (PSP) and Fragile X syndrome.",Private,https://www.quralis.com,"QurAlis, backed by leading investors, is a clinical-stage biotech company developing RNA-targeted therapies for genetically defined neurodegenerative diseases. Founded by scientific leaders from Harvard Medical School, QurAlis is advancing precision medicine programs in ALS and FTD in the clinic. With strong external validation through a licensing agreement with Eli Lilly for its soon-to-be clinic",translational,False,0
Epilepsy Foundation,,,Private,https://www.epilepsy.com,"The Epilepsy Foundation, a national non-profit with nearly 50 local organizations throughout the United States, has led the fight against seizures since 1968."" [e56]",translational,False,0
Linnden Communications,,,Private,http://www.linndencom.com,"Linnden Communications is a boutique communications and PR firm focused exclusively on the life sciences. The firm is deeply committed to providing a broad array of tailored services that enable companies and organizations to achieve their strategic goals"" [e63]",translational,False,0
BioTech Association of North Dakota,,,Public,http://www.ndbio.com,"The Bioscience Association of North Dakota is looking for companies who would consider moving to North Dakota or partnering or collaborating with companies or innovators or entrepreneurs located in North Dakota. We offer a full range of incentives."" [e84]",translational,False,0
Transpire Bio Inc,,,Private,http://www.transpirebio.com,"Transpire Bio is a US-based, clinical-stage, biopharmaceutical company with proprietary inhalation formulation and delivery platforms that unlock new therapeutic opportunities Delivering Breaths for Life™ See More"" [e98]:",translational,False,0
Ploughshare Innovations,,,Private,http://www.coriuminv.com/,,translational,False,0
Mighty Spark Communications,,,,https://mightysparkcomms.com,"We work exclusively with biotech clients. At MSC, we amplify the voices of both biotech companies and service providers, showcasing your potential to advance therapeutic solutions and spark real connections with investors, partners and patients. We’re not just storytellers—we’re catalysts for your success. We transform complex science into compelling corporate messaging that leaves your audiences,",translational,False,0
Sekisui America Corporation,,""", 3D Single-Use Sterile Bag for bioprocessing. We are actively seeking collaboration partners in the CGT space—research institutions, biopharma, CDMOs, and equipment manufacturers.""",Public,https://www.sekisui-cell.jp/en/,"We are the market development division of SEKISUI CHEMICAL, a global chemical manufacturer founded in 1947. We focus on introducing innovative life science products, including cell culture consumables, to global markets. Our current efforts center on Ceglu™, a chemically defined scaffold for stem cell culture, and Steritainer PLUS, 3D Single-Use Sterile Bag for bioprocessing. We are actively seeki",translational,False,0
The Innovation Space,,,Private,https://www.innovationspace.org,"Early-stage seed investment in life sciences, cleantech, and advanced materials. Investment and grant funding requires co-location in our labs in Greater Philadelphia area."" [e177]:",translational,False,0
The Mark Foundation for Cancer Research,,Investor,Private,https://themarkfoundation.org/,"The Mark Foundation's venture investing arm supports companies working on new cancer therapeutics and diganostics, typically starting at Seed, Series A, and Series B stages."" [e199]:",translational,True,1
American Heart Association Ventures,,Investor,,https://www.heart.org/en/aha-ventures,"American Heart Association Ventures bridges the funding gap between research and real-world impact across the landscape of cardiovascular and brain health."" [e34]:",translational,False,0
Business Location Switzerland,,,,https://businesslocation.swiss/,"Business Location Switzerland in the USA is a collaborative initiative among cantons (States) across Switzerland. Our mission is to assist and support North American companies in establishing thriving business operations within Switzerland."" [e41]:",translational,False,0
Kidswell Bio Corporation,,,Public,https://www.kidswellbio.com/en/,"Founded in 2001, Kidswell Bio specializes in the development of biosimilars (BS).Our core strength lies in our deep experience in cell line development and CMC management, cultivated through close collaboration with CDMO networks. With several first-to-market BS products successfully launched, we are now looking to expand our pipeline through global partnerships in biosimilar development and comme",translational,False,0
Life Science Nation,,,Private,http://www.lifesciencenation.com/,"Life Science Nation (LSN) has developed an early stage partnering platform for life science companies. We work with start-ups, investors, and pharma to achieve their fundraising and licensing goals. We also created and host the RESI Conference."" [e108]",translational,False,0
Saudi Pharmaceutical Industries & Medical Appliances Corporation (SPIMACO),,,Private,https://spimaco.com.sa,"SPIMACO is a leading pharmaceutical company specializing in the manufacturing, marketing, and distribution of high-quality medicines and healthcare products. With state-of-the-art production facilities in Saudi Arabia, Egypt, and Morocco, SPIMACO plays a key role in enhancing healthcare access across the Middle East and North Africa. Through its subsidiaries and strategic partnerships, the company",translational,False,0
Alfresa Holdings Corportion,,,Public,https://www.alfresa.com/eng/,"Alfresa Holdings is a Japan-based healthcare related corporate group and looking for IN-LICENSE or any other collaboration opportunities for pharmaceuticals, regenerative medicines, medical devices and in-vitro diagnostics."" [e182]:",translational,False,0
StrandID,,,Private,https://www.linkedin.com/company/strandid/,,translational,False,0
GfM Milling and Micronization Services LLC.,,,Private,https://www.gfm-milling.com/,"CMO for milling and micronizationGfM is the world’s largest independent, family-owned micronization contract manufacturer for micronization. As the leading CMO of cGMP micronization services, we specialize in refining APIs, excipients, and other fine particles to the highest quality standards."" [e197]:",translational,False,0
Orbis Clinical Life Sciences Solutions,,,,https://orbisclinical.com/,"Orbis Clinical helps biotech teams build critical talent ahead of key catalysts. From IND to pivotal trials, we deliver flexible hiring solutions across clinical, technical, and executive functions so you can move fast without overbuilding. Let’s connect at BIO."" [e212]:",translational,False,0
Saniona,,.,,https://saniona.com,"Saniona, a clinical stage biopharmaceutical company, is seeking out licensing opportunities for our differentiated preclinical stage epilepsy assets, our novel program for major depression devoid of NMDA- and psychedelic-like adverse effects and our phase 1 ready candidate for rare fibrotic and inflammatory disorders. Read more at http://www.saniona.com. See More"":",translational,False,0
BioScript Solutions,,,Private,http://www.bioscript.ca,"BioScript Solutions is a Canadian healthcare company committed to simplifying access to specialty care. It provides a comprehensive suite of services—ranging from patient support programs and pharmacy services to wholesale distribution, logistics, and commercialization—to support the launch and management of emerging Biotech & Pharma brands in Canada. See More"" [e49]:",translational,False,0
Abeona Therapeutics,,,Public,https://www.abeonatherapeutics.com,,translational,False,0
Pure Solutions,,,Private,https://leadgene-biosolutions.com/,,translational,False,0
Simtra BioPharma Solutions,,,,http://www.simtra.com,"As a premier, independently owned CDMO with over 65 years of sterile injectable manufacturing experience, Simtra BioPharma Solutions offers world-class cGMP sterile fill/finish, technical expertise, quality service, and a uniquely collaborative approach. Pharmaceutical and biotech companies partner with us when they face formulation challenges, clinical supply hurdles, surges in demand due to mark",translational,False,0
"Emergent Biosolutions, Inc.",,,Public,https://www.emergentbio.com,"At Emergent, our mission is to protect, enhance, and save lives. We provide solutions for complex and urgent public health threats through a portfolio of medical countermeasures and treatments that we develop, manufacture and distribute to governments and consumers worldwide."" [e163]:",translational,False,0
Amyloid Solution,,,Private,http://www.amyloidsolution.com/,"Amyloid Solution is a global innovator focused on fundamentally treating neurodegenerative diseases, with a primary emphasis on Alzheimer’s disease, by eliminating pathogenic protein aggregates. We are advancing the world’s first small molecule therapy in clinical development designed to simultaneously remove both Aβ and Tau aggregates.In parallel, we are developing a first-in-class gene therapy p",translational,False,0
Latigo Biotherapeutics,,Member,Private,https://www.usp.org/fouad-atouf,,translational,False,0
U.S Pharmacopeial Convention,,,Public,https://www.usp.org/fouad-atouf,,translational,False,0
EVOLUTION Life Science Partners,,Investor,Private,https://www.evolutionlsp.com,"EVOLUTION Life Science Partners is a life science investment bank that specializes in licensing, strategic advisory, M&A and capital raising."" [e55]",translational,False,0
Ark Medical Solutions (ARKMS),,of regenerative medicine and cellular therapies.,Private,https://www.arkms.co.jp/english/,"We are a Japan-based CRO within the Alfresa Group, Japan's top wholesaler of ethical pharmaceuticals and a manufacturer of regenerative medicine and cellular therapies."" [e62]:",translational,False,0
Addition Therapeutics,,,Private,http://additiontx.com,"Addition Therapeutics is on a mission to fulfill the transformative promise of genomic medicine for people impacted by both chronic and rare diseases. Leveraging our breakthrough all-RNA, non-viral, LNP-based PRINT™ platform, we are overcoming the limitations of existing genetic medicine modalities to develop safer, durable, one-time therapies. Bolstered by our team of top-tier scientists and engi",translational,False,0
Flotor Media Solutions S.L,,,Private,https://www.3dforscience.com,"3DforScience is a scientific communication company for Life Science sector. Our mission is to provide visual solutions through 3D animation videos, Virtual reality and interactive content to enhance healthcare communications. project8@3dforscience.com"" [e123]:",translational,False,0
medac pharma production a.s.,,,Private,https://www.oncomed.cz/en,"We offer production of high potent and anticancer injectables including small molecule APIs (end-to-end solution) and more innovative large molecule drugs (Fill & Finish service), like ADCs, HPAPI proteins & mAb and oligonucleotides."" [e137]",translational,True,1
"selectION, Inc.",,,Public,http://selectiontherapeutics.com/,,translational,False,0
Cognition Therapeutics,,,Public,http://www.cogrx.com,"Cognition Therapeutics, Inc. has discovered and is developing a pipeline of small molecule drug candidates to treat an array of degenerative disorders.",translational,False,0
Autoimmunity BioSolutions,,,Private,https://www.abstherapeutics.com,"Genetically driven, personalized immuno-corrective therapy in autoimmune disease. Addressing the significant unmet need in many autoimmune diseases - 50% non-response to current standards of care Initial indications RA, Lupus, T1D Founders identified a genetic risk population - 50% of the population with genetically unregulated sIL7R that corresponds with poor response to therapy Innovative approa",translational,False,0
Vectron Biosolutions AS,,,Private,http://www.vectronbiosolutions.com/,"Vectron Biosolutions enables cost-efficient protein and peptide manufacture through high-yield expression, minimized downstream costs, and robust secretion technology. Our microbial platform helps partners save millions and de-risk clinical manufacturing."" [e195]:",translational,False,0
Gap Junction Therapeutics,,,Public,https://gapjunction.net/en/,"As the global population continues to age, hearing loss has become an important social issue, as it can contribute to dementia and social isolation.However, effective treatments are not available for many forms of hearing loss, and fundamental treatment remains difficult. We are working to develop gene therapy for GJB2-related hereditary hearing loss, the most common form of genetic hearing loss w",translational,False,0
Dyadic Applied BioSolutions,,,Public,https://www.dyadic.com,,translational,False,0
Diagonal Therapeutics Inc.,,,Private,https://www.diagonaltx.com/,,translational,False,0
"Aquila Solutions, LLC",,,Private,https://www.aquilasolutions.us,"Aquila Solutions is a U.S.-based Regulatory Operations, publishing, and consulting firm helping pharma, biotech, CROs, and life science companies prepare compliant regulatory submissions. We specialize in eCTD publishing, SPL and XML authoring, submission QC, validation, and electronic submission support. With fast turnaround, hands-on support, and experience across FDA and global regulatory forma",translational,False,0
Cellbox-Solutions GmbH,,,,https://cellbox-solutions.com,"Cellbox offers portable CO₂ incubators that maintain controlled temperature and CO₂ levels during transport, ensuring warm-chain logistics for sensitive biological materials. This technology is utilized across the life sciences sector, including for Advanced Therapy Medicinal Products (ATMPs) in both preclinical and clinical settings. Additionally, Cellbox provide comprehensive logistics services ",translational,False,0
"Slate Bio, Inc.",,,Private,https://slatebio.com,"First-in-Class Engineered Bi-functional Cytokines to Modulate Tissue Targeting Tregs for the Treatment and Potential Repair of Autoimmune Diseases"" [e88]:",translational,False,0
Blackwood Embedded Solutions,,,Private,http://www.BlackwoodEmbeddedSolutions.co.uk,,translational,False,0
Donaldson Company Inc.,,,Private,https://www.donaldson.com/en/?srsltid=AfmBOor-GMJeziNsT1NxVXFWU8Qv80qSmgUXwKN9HJpj9v_yTk-sJKRC,"For more than 100 years, Donaldson has been solving customers' complex filtration needs. We serve customers in aerospace, agriculture, alternative power, bioprocessing, construction, food and beverage, manufacturing, power generation, and transportation. You cannot always see our products and technologies, but they are at work in hundreds of ways, from bulldozers to hearing aids, and from R&D labo",translational,False,0
Arletta Pharma Solutions,,,Private,https://Arletta,"Arletta Pharma is a clinical-stage biopharmaceutical company passionate about empowering women to improve their sexual well-being, based in Amsterdam. Our main asset Lybrido, is a novel treatment for Female Sexual Interest/Arousal Disorder (“FSIAD”) and Hypoactive Sexual Desire Disorder (\"" [e110]HSDD\""), affecting > 250 million women. Lybrido is to become the first effective, safe treatment for F",translational,False,0
Global Pharma Solutions,,,Private,https://globalpharmasolutions.com/about/,"Global Pharma Solutions (GPS) is an established CRO with operations in Australia and the US, supporting sponsors to rapidly initiate early‑phase clinical trials in Australia while leveraging clinical operations and regulatory expertise and access to R&D tax rebates of up to 43.5%."" [e125]:",translational,False,0
Porton Pharma Solutions,,,Public,https://www.portonpharma.com/index.html,"Porton Pharma 是全球领先的端到端CDMO，提供一流的工艺开发和小分子、寡核苷酸、肽和抗性药物（ADC）以及基因和细胞疗法的制造服务。"" [e132]:",translational,False,0
Australian Trade and Investment Commission,,,Public,https://www.austrade.gov.au/,"Support Australian LifeSciences companies looking to enter or expand in the U.S through introductions, market insights and business matching. Assist U.S/ International companies to invest in Australia. Connect to explore cost efficiencies and expertise in conducting Clinical Research in Australia. We assist with scoping R&D partnerships and engagement with the Australian biopharma sector. See More",translational,False,0
"VWR, part of Avantor - BIO Business Solutions®",,,Public,https://WWW.VWR.COM,"Powering Science at Every Step® At Avantor®, we set science in motion by enabling innovation across the life sciences and advanced technologies industries with the highest-quality products, services and solutions that support every step of the scientific journey. See More"" [e175]:",translational,False,0
"American Cancer Society Cancer Action Network, Inc.",,,,http://www.fightcancer.org,"ACS CAN is the nation’s leading cancer advocacy organization that is working every day to make cancer issues a priority. ACS CAN unites cancer patients, their families and those that care about them to use their voices in the fight against cancer."" [e191]",translational,True,1
"Khurana & Khurana, Advocates and IP Attorneys",,,Public,https://www.khuranaandkhurana.com/,"Khurana and Khurana is a top-tier law firm, well established in core IP Practice areas with over 340+ professionals across multiple offices in India/Asia/GCC, and possess strong ranking/recommendations from Legal 500, IAM, RSG, Chambers & Partners, Managing IP, among others."" [e198]:",translational,False,0
Canadian Trade Commissioner Service,,,,https://www.investcanada.ca/industries/biomanufacturing-life-sciences,,translational,False,0
Fast Track Initiative,,Investor,Private,http://fti-jp.com/index_e.html,"Fast Track Initiative (FTI) is a healthcare-focused venture capital firm that has offices in Tokyo and Boston."" [e49]",translational,False,0
Invest and Trade Western Australia,,,,https://Long,,translational,False,0
TraffikGene,,,Private,https://www.traffikgene.com/,,translational,False,0
Argonaut,,,Private,http://www.argonautms.com,"Argonaut is a CDMO dedicated to serving biopharmaceutical and molecular diagnostics companies with a range of services including formulation, aseptic fill/finish, analytical testing, labeling, kitting and distribution."" [e42]:",translational,False,0
Kedrion Biopharma,,,Private,https://www.kedrion.com/,"At Kedrion, we believe that innovation and care must go hand in hand. Our mission is to enhance lives through our dedicated work in the field of rare and ultra-rare diseases."" [e63]:",translational,False,0
"Coeurative, Inc.",,,Private,https://coeurative.com,"Coeurative, Inc. is developing pharmaceutical strategies for the management of diseases associated with cellular hypoxia, including a novel class of coronary vasodilators for therapeutic use in the setting of symptomatic coronary artery disease. Our lead compound, CR-0305, is a small molecule and a potent coronary artery vasodilator in preclinical development on the road to its IND application. We",translational,False,0
Tralyte Health,,,Private,https://tralytehealth.com,,translational,False,0
Bionical Emas,,Investor,Private,https://bionicalemas.com/,"Bionical Emas is a global Clinical Trial Supply (CTS) and Early Access Programs (EAP) group bringing life-changing medicines to patients around the world. Our range of services and capabilities benefit many of the world’s leading pharma and biotech companies."" [e85]:",translational,False,0
Biovision Ventures,,Investor,Private,https://www.biovision.vc/,"Biovision Ventures is a life sciences VC firm investing in therapeutic companies in the US and Europe, based out of Luxembourg"" [e92]:",translational,False,0
"Petragen, Inc.",,,Private,https://www.petragen.com/,"Petragen’s therapeutic platform is focused on the direct pathophysiology of mineralization-related diseases—not on a distant target somewhere in a signaling pathway that may carry conflicting or competing biological signals. By targeting the mechanism at the point where disease actually occurs, we aim to develop therapies that are precise, predictable, and meaningfully disease-modifying. Our progr",translational,False,0
Rona Therapeutics,,,Private,https://www.ronatherapeutics.com/index.html,"A pioneering clinical stage siRNA company to address cardiometabolic diseases, obesity and neurological diseases with various conjugated siRNA delivery platform and bi-valency siRNA platform. Backed by bluechip investors, i.e. GIC, Lilly Asia Ventures, B Capital."" [e107]:",translational,False,0
InvenioNext,,Investor,,https://www.linkedin.com/in/joehorsman/,,translational,False,0
Astragenomics,,,Private,https://www.astragenomics.com,,translational,False,0
BIOGARAN,,,Private,https://www.biogaran.com,,translational,False,0
elegslab,,,,https://immitrabio.com,,translational,False,0
Immitra,,,,https://immitrabio.com,"At Immitra Bio, we are pioneering a novel genetic medicine platform. Our innovative approach enables precise, durable, and safe gene modifications within blood stem cells, laying the foundation for scalable, curative in-vivo therapies."" [e194]:",translational,False,0
Flagship Pioneering,,Investor,Private,http://flagshippioneering.com/,"We are a biotechnology company that invents platforms and builds companies that change the world."" [e209]",translational,False,0
Oranda Therapeutics,,,Private,https://www.orandatherapeutics.com,,translational,False,0
HANS Scientific,,,Private,https://Hans,,translational,False,0
Waventra Therapeutics,,,Private,http://www.vaxiion.com,,translational,False,0
Vaxiion Therapeutics,,,Private,http://www.vaxiion.com,"Vaxiion is a privately held, clinical-stage company developing VAX014, a wholly owned first-in-class tumor selective oncolytic immunotherapy based on its recombinant bacterial minicell technology (rBMCs). No vendor solicitations please."" [e69]:",translational,True,2
Medtech Barcelona,,,Private,https://medtechbcn.com/,"MedTech Barcelona is a biotech company specializing in advanced in vitro solutions via the use of a unique technology enabling cell shipping at room temperature. Focused on ready-to-use, cell-based solutions for preclinical and clinical testing, particularly ADME-Tox, such as absorption studies, transporter interactions and toxicity testing, MedTech Barcelona offers 20 years of experience serving ",translational,True,1
Synergy Vision,,,Private,https://www.synergy-vision.com/,"Synergy Vision is a full-service medical communications and strategic consultancy partner supporting pharmaceutical and biotechnology organisations across medical affairs, publications planning, scientific communications, regulatory support, stakeholder engagement, and omnichannel strategy. Independent and employee-owned, we combine scientific expertise, strategic thinking, and creative innovation",translational,False,0
Precision Biotech,,"therapeutic strategies. Solid tumors, AID and Lentivirus-based in vivo CAR-T therapies have entered Investigator-Initiated Trials (IITs), with multiple patients currently enrolled, while LNP-based in vivo CAR-T program is expected to initiate IIT studies shortly.",Private,https://en.precision-biotech.com/,"Precision Biotech, is a biotechnology company based in Chongqing (China) dedicated to the research, development, and commercialization of CAR-T and CAR-NK therapies for the treatment of cancer (including both hematologic malignancies and solid tumors) as well as autoimmune diseases. Currently, Precision Biotech is advancing next-generation CAR-T platforms, including solid tumors, autoimmune diseas",translational,True,2
Vector Strategic Advisors,,,Private,https://www.vstratadvisors.com,"Vector Strategic Advisors is a boutique licensing and strategy biopharma advisory firm. Our clients are regional and internationally based small to mid sized biopharma companies, investors and academic/not and not-for-profit institutions. We are located in the San Francisco Bay area/Silicon Valley."" [e153]:",translational,False,0
Pancreatic Cancer North America,,,Private,https://www.pancreaticcancernorthamerica.org,"Pancreatic Cancer North America (PCNA) is raising urgency around a disease with survival rates stuck at 10–13% for decades. Expected to become the second deadliest cancer by 2030, cases may rise 95% by 2050, including among younger people. PCNA rejects this trajectory, pushing to reframe pancreatic cancer as a global crisis requiring action, funding, and innovation. By uniting research, patient su",translational,True,1
Dillon Capital Strategies,,,Private,https://www.dilloncapital.com,"Dillon Capital Strategies is a strategy and business analytics advisory firm. We provide valuations, revenue forecasting, deal terms structuring, strategic deal negotiations, opportunity/partner searches, business development, strategic planning and business analysis service."" [e168]:",translational,False,0
BioNJ,,,,http://bionj.org/,"BioNJ, the life sciences trade association for New Jersey, is fully dedicated to driving initiatives and advocacy in support of medical innovation for 400+ member companies. BioNJ's mission is to help our Members help Patients. Visit us in the NJ Pavilion!"" [e188]:",translational,False,0
Vivatides Therapeutics,,,Private,https://www.linkedin.com/company/106008101/admin/dashboard/,"An exciting start-up led by world-class team, pioneering extrahepatic oligonucleotide delivery. Our mission is to overcome the inherent limitation of confined liver delivery of RNA therapies and to address unmet medical needs."" [e34]:",translational,False,0
Natixis CIB,,,Private,http://www.fatiabgen.com,,translational,False,0
Abionic,,,Private,https://www.abionic.com/,"Abionic commercializes a rapid POC platform enabling frontline clinicians to detect sepsis risk from a single drop of blood in minutes."" [e55]:",translational,False,0
Recordati,,,Public,http://www.recordati.com/en/,"No service providers meeting requests please (CRO, CMO or other service providers) Recordati is an international pharmaceutical group committed to the research, development and commercialisation of primary & specialty care and rare diseases products."" [e70]",translational,False,0
3D BioAnalytix,,"Biotech or pharma, therapeutic R&D United States",Private,http://www.3dbioanalytix.com,,translational,True,1
AstronauTx,,,Private,https://astronautx.bio/,"At AstronauTx our thesis is that changes in sleep architecture underpin disease and that sleep is a modifiable risk factor for chronic neurodegeneration. We have a unique portfolio of small-molecule therapeutics to restore dysregulated sleep physiology correcting sleep architecture to both improve symptoms and modify neurological disease progression. See More"" [e108]:",translational,False,0
GAIASO Theranostics,,,Private,https://www.gaiasotheranostics.com,,translational,False,0
"Bionutrigen Co., Ltd.",,,Private,https://www.bionutrigen.com/,"Bionutrigen Co., Ltd. is an innovative biotechnology company specializing in the development of natural bio-based materials for liver health and metabolic disease management, including fatty liver disease.Leveraging bioactive compounds derived from vegetables, fruits, herbs, and plants, we provide scientifically validated solutions for liver function improvement, fatigue recovery, and hangover rel",translational,False,0
Perfusion Medical,,,Private,http://www.perfusionmedical.com,"Perfusion Medical is a biotech company developing PM-208, a novel IV therapy that restores blood flow in the microvasculature when it matters most. PM-208 uses an osmotic mechanism to decompress swollen cells and reopen compressed capillaries, addressing the \"" [e153]no-reflow\"" problem that drives mortality in hemorrhagic shock, surgery and cardiogenic shock — indications representing a combined ",translational,False,0
Vectans,,,,https://www.vectanspharma.com/,"Vectans Pharma is an international company headquartered in France, dedicated to the optimization of existing treatments and the development of innovative products through its Lauriad® Platform. With a focus on anti-infective drugs and supportive care, Vectans conceives and develops “Best-in-disease” treatments . Created in 2015 , Vectans Pharma’s ambition is to become an healthcare leading player",translational,False,0
KOTRA NY,,,Public,https://www.kotra.or.kr/english/index.do,,translational,False,0
Katamaran,,,Public,http://www.businessfrance.fr/home_en.html,,translational,False,0
Business France,,,Public,http://www.businessfrance.fr/home_en.html,"Business France is a government agency supporting the international development of the French economy that was formed through the merger between Ubifrance and the Invest in France Agency on January 1, 2015. It advances and promotes business throughout France, and by French companies abroad."" [e203]",translational,False,0
Opterion Health AG,,,,https://www.bio.org/privacy-policy,,translational,False,0
